id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
388729,5,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,"it sounds like you're referring to the movie ratatouille! it’s a pixar animated film about a rat named remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans. the story is set in paris, and it beautifully blends themes of passion, creativity, and perseverance in the culinary world. let me know if this is the one you're thinking of!",tea,Friends,None,Pizza
494373,1,6,"Weekend dinner,At a party",17.5,spaghetti with a chance of meatballs,soda,"Friends,Strangers",None,Pizza
630977,4,6,At a party,12.5,no movie,None,Friends,None,Pizza
621982,3,5,Week day lunch,10,man in black,soft drink,Friends,A moderate amount (medium),Pizza
605537,3,6,"Week day lunch,Weekend lunch,At a party",8,ratatouille,soda,Friends,None,Pizza
607073,3,3.5,"Week day dinner,Weekend dinner",3.5,sci-fic type,soda,Friends,A little (mild),Pizza
624443,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3,teenage mutant ninja turtles,soda,Parents,None,Pizza
718089,3,6,"Weekend dinner,At a party,Late night snack",5,toy story,soda,"Friends,Teachers",A little (mild),Pizza
622727,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3,home alone,water,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
609617,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3,breaking bad,soda,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza
526064,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2.5,teenage mutant ninja turtles,soda,"Friends,Teachers",A little (mild),Pizza
609179,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,teenage mutant ninja turtles,soda,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
627638,2,7,"Week day lunch,Weekend lunch,At a party",4,teenage mutant ninja turtles.,"soda,tea","Parents,Siblings",None,Pizza
411117,2,4,"Week day dinner,Weekend dinner,At a party,Late night snack",6,do the right thing,soda,"Parents,Siblings",None,Pizza
634430,3,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",3,deadpool,soda,Strangers,None,Pizza
631711,3,3,"Week day lunch,Weekend lunch,At a party,Late night snack",10,ratatouille,soda,"Parents,Siblings,Friends,Teachers,Strangers",A lot (hot),Pizza
606010,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.15,i actually think of the series breaking bad and that famous scene where walter flips out.,water,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
631436,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3,"i think of the movie ""cloudy with a chance of meatballs"" because i associate pizza with popular italian cuisine, and meatballs is italian cuisine.",soda,"Parents,Siblings,Friends",None,Pizza
633712,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,spider-man 2,water,"Parents,Siblings,Friends",None,Pizza
609556,3,7,"Week day lunch,Weekend dinner,At a party,Late night snack",5,ratatouille,soda,"Friends,Teachers",A lot (hot),Pizza
520090,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,space jam,soda,"Friends,Strangers",A little (mild),Pizza
602234,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,"when eating pizza, i think of the movie ""shrek 2"".",chocolate milk,"Siblings,Friends",A little (mild),Pizza
741592,3,12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.99,home alone,soda,"Siblings,Friends",None,Pizza
628547,3,9,"Week day dinner,Weekend dinner,At a party,Late night snack",5,ratatouille,soda,"Friends,Teachers",A little (mild),Pizza
501513,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,friends,tea,Friends,A moderate amount (medium),Pizza
630929,3,6,"Weekend dinner,At a party",2,spiderman,soda,"Siblings,Friends",None,Pizza
617379,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,the spongebob movie (2004),soda,Teachers,A moderate amount (medium),Pizza
617310,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.99,italian jon,soda,"Siblings,Friends",None,Pizza
495424,3,5,"Week day lunch,At a party",5,ratatouille,ginger ale,Friends,None,Pizza
622787,3,5,"Week day lunch,Weekend lunch,At a party",4,spiderman 2,ginger ale,"Friends,Teachers",None,Pizza
631716,4,10,"Week day lunch,Week day dinner,At a party,Late night snack",12.5,spider man 2,soda,"Friends,Teachers,Strangers",A little (mild),Pizza
741658,3,4,"Week day lunch,Week day dinner",5,ratatouille,soda,Friends,None,Pizza
620745,4,18,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.5,diary of a wimpy kid,None,"Parents,Siblings,Friends,Teachers",None,Pizza
611932,3,10,"Week day lunch,At a party,Late night snack",8,home alone,soda,"Friends,Strangers",None,Pizza
635602,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",19,i think of the movie chef(2014) as it was very food-related and had a lot of oven-baked goods.,soda,"Parents,Siblings,Friends",I will have some of this food item with my hot sauce,Pizza
619892,3,10,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",16,teenage mutant ninja turtles,soda,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
529289,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,step brothers,soda,"Parents,Siblings,Friends",A little (mild),Pizza
630738,3,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,rush hour,soda,"Parents,Siblings,Friends",None,Pizza
524766,5,10,"Week day lunch,Weekend lunch,At a party,Late night snack",15,idk,soda,"Parents,Siblings,Friends",None,Pizza
522148,2,7,"Week day lunch,Week day dinner,At a party",4,home alone,cola,Friends,None,Pizza
601547,2,3,"At a party,Late night snack",15,horror movie,soda,"Parents,Friends,Strangers",None,Pizza
631046,3,13,"Weekend dinner,At a party,Late night snack",10,the godfather,soda,"Parents,Siblings,Friends",None,Pizza
66222,3,8,"At a party,Late night snack",13,garfield,soda,Friends,A moderate amount (medium),Pizza
603182,2,10,"Week day lunch,Weekend dinner,At a party",20,ninja turtles,soda,"Parents,Siblings,Friends,Teachers",None,Pizza
632117,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.5,ratatouille.,soda,"Parents,Siblings,Friends,Strangers",None,Pizza
630209,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,spongebob,soda,Friends,A little (mild),Pizza
413395,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",0,marvel movies,juice,Friends,A moderate amount (medium),Pizza
386750,2,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13,none,water,Parents,A little (mild),Pizza
617178,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,the princess diaries,soda,Parents,None,Pizza
630128,1,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,little italy,soft drink,"Friends,Teachers",None,Pizza
628736,3,12,"Week day lunch,Week day dinner,Weekend lunch,At a party",2.86,"toy story. the restaurant that the green aliens come from serve it. the name of the restaurant is an alliteration, with the last word of the name being “planet”.",water,"Parents,Siblings,Friends,Teachers",I will have some of this food item with my hot sauce,Pizza
747734,4,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",16,deadpool vs wolverine,smoothie,"Parents,Siblings",A lot (hot),Shawarma
517064,3,9,"Week day lunch,Week day dinner,Weekend lunch",14.5,i don't think of any movie.,water,Friends,None,Shawarma
387330,5,5,"Week day lunch,Weekend lunch",10,the dictator,soda,Strangers,None,Shawarma
746750,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,i actually can not think of anything,juice,"Parents,Siblings",A moderate amount (medium),Shawarma
629285,4,8,Week day dinner,8,mib,tea,Strangers,A moderate amount (medium),Shawarma
743488,4,5,"Week day lunch,Weekend lunch",9,the avengers,soda,Friends,None,Shawarma
523710,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,aladdin,soda,"Parents,Siblings",A little (mild),Shawarma
635179,4,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8,gladiator,tea,Siblings,A lot (hot),Shawarma
313562,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10,fast and furious,soda,"Siblings,Friends",A moderate amount (medium),Shawarma
712670,4,8,"Week day dinner,Weekend lunch",8.5,aladdin,soda,"Parents,Siblings",A moderate amount (medium),Shawarma
635627,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13,avengers,soda,"Siblings,Friends",A moderate amount (medium),Shawarma
524485,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",22,the avengers,soda,Friends,A moderate amount (medium),Shawarma
632320,4,3,"Week day dinner,Late night snack",8,none,tea,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
633520,4,10,"Week day lunch,Weekend lunch,At a party,Late night snack",17.5,aladdin,milk,"Parents,Friends",A moderate amount (medium),Shawarma
606905,4,9,"Week day lunch,Week day dinner,Late night snack",11.99,borat,soda,"Friends,Strangers",A lot (hot),Shawarma
393424,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,avengers,soda,"Siblings,Friends",A moderate amount (medium),Shawarma
618333,4,7,"Week day lunch,Late night snack",8,oppenheimer,cola,Friends,A moderate amount (medium),Shawarma
628558,2,8,Week day lunch,12,"the avengers. at the end of the film after the battle in nyc, tony stark suggests to the rest of the team that they go get shawarma.",water,Strangers,None,Shawarma
613776,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12,the avengers,soda,Parents,A little (mild),Shawarma
317214,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",16,i think of movies that i've watch with either my friends or my siblings.,None,"Siblings,Friends",A moderate amount (medium),Shawarma
628093,4,6,Late night snack,12,deadpool 2.,water,Friends,None,Shawarma
411781,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12,the avengers,soda,"Parents,Siblings,Friends",None,Shawarma
525567,3,7,"Weekend lunch,Weekend dinner,Late night snack",12,the kite runner,water,Friends,A lot (hot),Shawarma
634455,4,6,"Week day dinner,Weekend dinner,Late night snack",0,i dont think of a movie.,water,Friends,A lot (hot),Shawarma
498848,2,15,"Week day lunch,Weekend lunch",10,avengers,soda,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
638838,4,10,"Week day lunch,Weekend lunch",12.5,the barbie movie,soda,Siblings,A moderate amount (medium),Shawarma
411253,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",5,avengers,soda,Friends,None,Shawarma
410165,5,8,"Week day lunch,Weekend lunch",15,avengers,juice,Friends,A moderate amount (medium),Shawarma
608554,4,4,"Week day lunch,Week day dinner,Weekend dinner",15,avengers,yogurt drink,"Parents,Siblings",A lot (hot),Shawarma
602394,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,deadpool 2,soda,Friends,A little (mild),Shawarma
743623,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,ratatouille,pop,Friends,A lot (hot),Shawarma
87783,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,the avengers.,"yogurt drink,coca-cola","Parents,Siblings,Friends,Strangers",None,Shawarma
632431,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.99,avenegers,soda,"Parents,Siblings,Strangers",A lot (hot),Shawarma
744091,3,0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.5,the avengers,water,Teachers,None,Shawarma
519570,4,13,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15,breaking bad,soda,"Parents,Friends",A little (mild),Shawarma
744484,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,the avengers,water,"Siblings,Friends",A lot (hot),Shawarma
508149,4,10,"Week day dinner,Weekend dinner",11,the avengers,water,Parents,I will have some of this food item with my hot sauce,Shawarma
524992,4,4,"Week day lunch,Weekend lunch",12,the dictator,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
413570,4,8,"Week day lunch,Weekend lunch,At a party,Late night snack",9,avengers,soda,"Siblings,Friends",A little (mild),Shawarma
306207,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,pursuit of happyness,water,"Parents,Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
634468,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,the avengers,soda,"Friends,Strangers",A little (mild),Shawarma
522205,4,5,Week day lunch,12,the avengers,soda,"Friends,Teachers",A moderate amount (medium),Shawarma
5978,3,7,"Week day lunch,Weekend lunch,Late night snack",10,nothing,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
742611,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9,probably some middle eat movies.,water,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
631198,2,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,the avengers,water,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
606150,3,7,"Week day lunch,Weekend lunch",12,deadpool & wolverine.,soda,Friends,A little (mild),Shawarma
313577,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13,avengers,soft drink,Friends,A moderate amount (medium),Shawarma
629700,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",13,the dictator,water,Friends,None,Shawarma
630928,4,9,"Week day lunch,Weekend lunch",11,drishyam,coffee,Strangers,None,Shawarma
607286,2,13,"Week day lunch,Late night snack",10,the avengers,soda,Friends,A lot (hot),Shawarma
607609,3,8,"Week day lunch,Week day dinner,Weekend lunch",7,mission impossible,juice,Siblings,A lot (hot),Shawarma
522890,5,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,the avengers. action movies.,soft drink,"Parents,Siblings",A lot (hot),Shawarma
630227,4,10,"Week day lunch,Late night snack",12,us,soda,"Parents,Siblings",A moderate amount (medium),Shawarma
603607,4,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8,the avengers,soda,Friends,A little (mild),Shawarma
617029,4,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,borat,tea,"Parents,Siblings",A moderate amount (medium),Shawarma
617462,3,6,"Week day lunch,Week day dinner,Late night snack",10,avengers 1,soda,"Siblings,Friends",A moderate amount (medium),Shawarma
633001,3,13,"Week day lunch,Week day dinner,Weekend lunch",8,the avengers,tea,"Friends,Strangers",None,Shawarma
634690,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",11,avengers,soda,Friends,A moderate amount (medium),Shawarma
630198,3,7,Week day lunch,10,avengers,juice,"Parents,Friends,Strangers",A little (mild),Shawarma
520507,3,8,"Week day lunch,Weekend lunch",6,none,water,Strangers,A little (mild),Shawarma
635065,3,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9,aladdin,soda,Friends,A moderate amount (medium),Shawarma
613209,2,4,"Week day lunch,Week day dinner",9,the avengers 2012,soda,Friends,A lot (hot),Shawarma
605452,4,12,"Week day dinner,Weekend dinner",20,the avengers,ayran,"Friends,Strangers",A moderate amount (medium),Shawarma
24137,2,5,"Week day lunch,Week day dinner",15,middle east movie,juice,"Friends,Strangers",A little (mild),Shawarma
518809,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10,none,soda,"Parents,Siblings",A lot (hot),Shawarma
634646,4,5,"Week day lunch,Weekend lunch",7,the avengers,water,"Friends,Strangers",A moderate amount (medium),Shawarma
508156,2,7,"Week day lunch,Week day dinner,Weekend lunch",15,avengers,ayran,"Parents,Friends,Strangers",A moderate amount (medium),Shawarma
